[16:10:08] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[10:28:20] HTTP信号兜底失败: timed out
[10:28:52] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:28:54] HTTP信号兜底失败: timed out
[10:29:18] HTTP信号兜底失败: timed out
[10:29:18] HTTP信号兜底失败: timed out
[10:29:18] HTTP信号兜底失败: timed out
[10:29:18] HTTP信号兜底失败: timed out
[10:29:18] HTTP信号兜底失败: timed out
[10:29:18] HTTP信号兜底失败: timed out
[10:29:18] HTTP信号兜底失败: timed out
[10:29:48] HTTP信号兜底失败: timed out
[10:29:48] HTTP信号兜底失败: timed out
[10:29:48] HTTP信号兜底失败: timed out
[10:29:48] HTTP信号兜底失败: timed out
[10:29:48] HTTP信号兜底失败: timed out
[10:29:48] HTTP信号兜底失败: timed out
[10:29:48] HTTP信号兜底失败: timed out
[10:30:26] HTTP信号兜底失败: timed out
[10:30:27] HTTP信号兜底失败: timed out
[10:30:27] HTTP信号兜底失败: timed out
[10:30:27] HTTP信号兜底失败: timed out
[10:30:28] HTTP信号兜底失败: timed out
[10:30:28] HTTP信号兜底失败: timed out
[10:30:28] HTTP信号兜底失败: timed out
[10:30:28] HTTP信号兜底失败: timed out
[10:30:28] HTTP信号兜底失败: timed out
[10:30:28] HTTP信号兜底失败: timed out
[10:30:28] HTTP信号兜底失败: timed out
[10:30:28] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:29] HTTP信号兜底失败: timed out
[10:30:30] HTTP信号兜底失败: timed out
[10:30:47] HTTP信号兜底失败: timed out
[10:30:47] HTTP信号兜底失败: timed out
[10:30:47] HTTP信号兜底失败: timed out
[10:30:47] HTTP信号兜底失败: timed out
[10:30:47] HTTP信号兜底失败: timed out
[10:30:47] HTTP信号兜底失败: timed out
[10:30:47] HTTP信号兜底失败: timed out
[10:31:17] HTTP信号兜底失败: timed out
[10:31:17] HTTP信号兜底失败: timed out
[10:31:17] HTTP信号兜底失败: timed out
[10:31:17] HTTP信号兜底失败: timed out
[10:31:17] HTTP信号兜底失败: timed out
[10:31:17] HTTP信号兜底失败: timed out
[10:31:17] HTTP信号兜底失败: timed out
[10:31:40] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:42] HTTP信号兜底失败: timed out
[10:31:57] HTTP信号兜底失败: timed out
[10:31:57] HTTP信号兜底失败: timed out
[10:31:59] HTTP信号兜底失败: timed out
[10:32:00] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:32:00] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:32:00] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:16] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:32:46] HTTP信号兜底失败: timed out
[10:33:16] HTTP信号兜底失败: timed out
[10:33:16] HTTP信号兜底失败: timed out
[10:33:16] HTTP信号兜底失败: timed out
[10:33:19] HTTP信号兜底失败: timed out
[10:33:20] HTTP信号兜底失败: timed out
[10:33:21] HTTP信号兜底失败: timed out
[10:33:22] HTTP信号兜底失败: timed out
[10:33:22] HTTP信号兜底失败: timed out
[10:33:22] HTTP信号兜底失败: timed out
[10:33:22] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:24] HTTP信号兜底失败: timed out
[10:33:25] HTTP信号兜底失败: timed out
[10:33:25] HTTP信号兜底失败: timed out
[10:33:25] HTTP信号兜底失败: timed out
[10:33:25] HTTP信号兜底失败: timed out
[10:33:25] HTTP信号兜底失败: timed out
[10:33:25] HTTP信号兜底失败: timed out
[10:33:25] HTTP信号兜底失败: timed out
[10:33:27] HTTP信号兜底失败: timed out
[10:33:27] HTTP信号兜底失败: timed out
[10:33:46] HTTP信号兜底失败: timed out
[10:33:49] HTTP信号兜底失败: timed out
[10:33:53] HTTP信号兜底失败: timed out
[10:33:53] HTTP信号兜底失败: timed out
[10:33:54] HTTP信号兜底失败: timed out
[10:33:55] HTTP信号兜底失败: timed out
[10:33:56] HTTP信号兜底失败: timed out
[10:33:56] HTTP信号兜底失败: timed out
[10:33:56] HTTP信号兜底失败: timed out
[10:33:57] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:34:11] HTTP信号兜底失败: timed out
[10:34:11] HTTP信号兜底失败: timed out
[10:34:11] HTTP信号兜底失败: timed out
[10:34:12] HTTP信号兜底失败: timed out
[10:34:13] HTTP信号兜底失败: timed out
[10:34:14] HTTP信号兜底失败: timed out
[10:34:14] HTTP信号兜底失败: timed out
[10:34:15] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:34:15] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:34:15] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:33] HTTP信号兜底失败: timed out
[10:34:49] HTTP信号兜底失败: timed out
[10:34:49] HTTP信号兜底失败: timed out
[10:34:49] HTTP信号兜底失败: timed out
[10:34:52] HTTP信号兜底失败: timed out
[10:34:54] HTTP信号兜底失败: timed out
[10:34:55] HTTP信号兜底失败: timed out
[10:34:56] HTTP信号兜底失败: timed out
[10:34:56] HTTP信号兜底失败: timed out
[10:34:56] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:57] HTTP信号兜底失败: timed out
[10:34:58] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:18] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:19] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:45] HTTP信号兜底失败: timed out
[10:35:46] HTTP信号兜底失败: timed out
[10:36:07] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:36:07] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:36:07] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:36:07] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:36:17] HTTP信号兜底失败: timed out
[10:36:17] HTTP信号兜底失败: timed out
[10:36:17] HTTP信号兜底失败: timed out
[10:36:17] HTTP信号兜底失败: timed out
[10:36:17] HTTP信号兜底失败: timed out
[10:36:18] HTTP信号兜底失败: timed out
[10:36:18] HTTP信号兜底失败: timed out
[10:36:18] HTTP信号兜底失败: timed out
[10:36:18] HTTP信号兜底失败: timed out
[10:36:18] HTTP信号兜底失败: timed out
[10:36:19] HTTP信号兜底失败: timed out
[10:36:19] HTTP信号兜底失败: timed out
[10:36:19] HTTP信号兜底失败: timed out
[10:36:19] HTTP信号兜底失败: timed out
[10:36:20] HTTP信号兜底失败: timed out
[10:36:22] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:23] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:24] HTTP信号兜底失败: timed out
[10:36:40] HTTP信号兜底失败: timed out
[10:36:40] HTTP信号兜底失败: timed out
[10:36:43] HTTP信号兜底失败: timed out
[10:36:45] HTTP信号兜底失败: timed out
[10:36:45] HTTP信号兜底失败: timed out
[10:36:45] HTTP信号兜底失败: timed out
[10:36:46] HTTP信号兜底失败: timed out
[10:36:46] HTTP信号兜底失败: timed out
[10:36:46] HTTP信号兜底失败: timed out
[10:36:46] HTTP信号兜底失败: timed out
[10:36:46] HTTP信号兜底失败: timed out
[10:36:47] HTTP信号兜底失败: timed out
[10:36:47] HTTP信号兜底失败: timed out
[10:36:57] HTTP信号兜底失败: timed out
[10:36:58] HTTP信号兜底失败: timed out
[10:36:59] HTTP信号兜底失败: timed out
[10:36:58] HTTP信号兜底失败: timed out
[10:37:04] HTTP信号兜底失败: timed out
[10:37:05] HTTP信号兜底失败: timed out
[10:37:05] HTTP信号兜底失败: timed out
[10:37:15] HTTP信号兜底失败: timed out
[10:37:16] HTTP信号兜底失败: timed out
[10:37:18] HTTP信号兜底失败: timed out
[10:37:17] HTTP信号兜底失败: timed out
[10:37:20] HTTP信号兜底失败: timed out
[10:37:20] HTTP信号兜底失败: timed out
[10:37:23] HTTP信号兜底失败: timed out
[10:37:23] HTTP信号兜底失败: timed out
[10:37:23] HTTP信号兜底失败: timed out
[10:37:23] HTTP信号兜底失败: timed out
[10:37:23] HTTP信号兜底失败: timed out
[10:37:23] HTTP信号兜底失败: timed out
[10:37:26] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:27] HTTP信号兜底失败: timed out
[10:37:27] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:31] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:32] HTTP信号兜底失败: timed out
[10:37:37] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:37] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:39] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:39] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:40] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:41] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:41] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:43] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:43] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:44] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:44] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:44] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:44] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:44] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:44] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:44] HTTP信号兜底失败: timed out
[10:37:46] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:46] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:46] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:47] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:47] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:47] HTTP信号兜底失败: <urlopen error [WinError 10055] 由于系统缓冲区空间不足或队列已满，不能执行套接字上的操作。>
[10:37:47] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:48] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:49] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:37:49] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:38:00] HTTP信号兜底失败: timed out
[10:38:01] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:38:01] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:38:01] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:15] HTTP信号兜底失败: timed out
[10:38:19] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:38:19] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:38:19] HTTP信号兜底失败: [WinError 10054] 远程主机强迫关闭了一个现有的连接。
[10:38:31] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:38:31] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:38:31] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:38:31] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:38:32] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:38:32] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:38:42] HTTP信号兜底失败: timed out
[10:38:42] HTTP信号兜底失败: timed out
[10:38:42] HTTP信号兜底失败: timed out
[10:38:44] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:38:45] HTTP信号兜底失败: timed out
[10:39:02] HTTP信号兜底失败: timed out
[10:39:05] HTTP信号兜底失败: timed out
[10:39:05] HTTP信号兜底失败: timed out
[10:39:06] HTTP信号兜底失败: timed out
[10:39:06] HTTP信号兜底失败: timed out
[10:39:06] HTTP信号兜底失败: timed out
[10:39:07] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:08] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:08] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:08] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:08] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:08] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:09] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:09] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:09] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:14] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:24] HTTP信号兜底失败: timed out
[10:39:25] HTTP信号兜底失败: timed out
[10:39:25] HTTP信号兜底失败: timed out
[10:39:25] HTTP信号兜底失败: timed out
[10:39:25] HTTP信号兜底失败: timed out
[10:39:25] HTTP信号兜底失败: timed out
[10:39:26] HTTP信号兜底失败: timed out
[10:39:26] HTTP信号兜底失败: timed out
[10:39:28] HTTP信号兜底失败: timed out
[10:39:28] HTTP信号兜底失败: timed out
[10:39:30] HTTP信号兜底失败: timed out
[10:39:50] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:50] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:39:52] HTTP信号兜底失败: <urlopen error [WinError 10061] 由于目标计算机积极拒绝，无法连接。>
[10:45:13] HTTP信号兜底失败: timed out
[10:45:43] HTTP信号兜底失败: timed out
[10:46:13] HTTP信号兜底失败: timed out
[10:46:43] HTTP信号兜底失败: timed out
[10:47:31] HTTP信号兜底失败: timed out
[10:47:33] HTTP信号兜底失败: timed out
[10:48:01] HTTP信号兜底失败: timed out
[10:48:03] HTTP信号兜底失败: timed out
[10:48:32] HTTP信号兜底失败: timed out
[10:48:33] HTTP信号兜底失败: timed out
[10:49:02] HTTP信号兜底失败: timed out
[10:49:03] HTTP信号兜底失败: timed out
[10:49:32] HTTP信号兜底失败: timed out
[10:49:33] HTTP信号兜底失败: timed out
[10:50:01] HTTP信号兜底失败: timed out
[10:50:01] HTTP信号兜底失败: timed out
[10:50:29] HTTP信号兜底失败: timed out
[10:51:00] HTTP信号兜底失败: timed out
[10:51:30] HTTP信号兜底失败: timed out
[10:52:00] HTTP信号兜底失败: timed out
[10:52:30] HTTP信号兜底失败: timed out
[10:52:58] HTTP信号兜底失败: timed out
[10:52:58] HTTP信号兜底失败: timed out
[10:52:58] HTTP信号兜底失败: timed out
[10:53:26] HTTP信号兜底失败: timed out
[10:53:26] HTTP信号兜底失败: timed out
[10:53:26] HTTP信号兜底失败: timed out
